1;Mais de 20%;345;0;14;170;161
2;Até de 15%;151;0;64;47;40
3;Até de 10%;194;0;97;48;49
4;Até 5%;1176;0;540;333;303
5;Até 5%;821;0;317;255;249
6;Até 10%;706;0;275;204;227
7;Até 15%;849;0;311;235;303
8;Até 20%;376;0;113;111;152
9;Até 25%;159;0;39;57;63
10;Até 30%;166;0;37;41;88
11;Até 50%;95;0;18;28;49
12;Mais de 50%;69;0;5;28;36
